3.822222318137757924e+00,3.000000000000000000e+00,6.000000000000000000e+00
8.094887893517377364e+00,6.000000000000000000e+00,3.000000000000000000e+00
2.372639015771089532e+01,6.000000000000000000e+00,2.000000000000000000e+00
2.651826144605966462e+01,2.000000000000000000e+00,6.000000000000000000e+00
4.688240066688585017e+01,6.000000000000000000e+00,3.000000000000000000e+00
8.676844534400835585e+01,2.000000000000000000e+00,3.000000000000000000e+00
1.011345562966396301e+02,3.000000000000000000e+00,6.000000000000000000e+00
1.391319694946775485e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.510204003016078218e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.545487802111573785e+02,6.000000000000000000e+00,3.000000000000000000e+00
1.663677208658581890e+02,6.000000000000000000e+00,3.000000000000000000e+00
1.733357491068316278e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.937436478622816765e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.937965968583525580e+02,2.000000000000000000e+00,6.000000000000000000e+00
2.105574036616648073e+02,3.000000000000000000e+00,2.000000000000000000e+00
2.142232659494695781e+02,6.000000000000000000e+00,2.000000000000000000e+00
2.189971804455285564e+02,6.000000000000000000e+00,3.000000000000000000e+00
2.220126807111696507e+02,2.000000000000000000e+00,3.000000000000000000e+00
2.225293698937416309e+02,2.000000000000000000e+00,3.000000000000000000e+00
2.295994430087444300e+02,2.000000000000000000e+00,6.000000000000000000e+00
2.322946688144168661e+02,3.000000000000000000e+00,2.000000000000000000e+00
2.463964224409643009e+02,3.000000000000000000e+00,2.000000000000000000e+00
3.035380749885223395e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.176782495992814574e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.479276306013773024e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.691464502236726162e+02,2.000000000000000000e+00,6.000000000000000000e+00
3.820208807636520874e+02,6.000000000000000000e+00,3.000000000000000000e+00
3.823638096924448178e+02,6.000000000000000000e+00,3.000000000000000000e+00
4.581022106574983468e+02,6.000000000000000000e+00,3.000000000000000000e+00
4.588286002639624144e+02,3.000000000000000000e+00,2.000000000000000000e+00
4.787215494880143751e+02,2.000000000000000000e+00,6.000000000000000000e+00
4.833829798328766856e+02,3.000000000000000000e+00,2.000000000000000000e+00
4.853557718977643276e+02,3.000000000000000000e+00,6.000000000000000000e+00
4.963077307445348652e+02,3.000000000000000000e+00,6.000000000000000000e+00
5.086626510650962700e+02,3.000000000000000000e+00,2.000000000000000000e+00
5.108313083454870025e+02,2.000000000000000000e+00,3.000000000000000000e+00
5.111067635749425335e+02,6.000000000000000000e+00,3.000000000000000000e+00
5.252884848671315012e+02,6.000000000000000000e+00,2.000000000000000000e+00
5.314799177080077470e+02,3.000000000000000000e+00,6.000000000000000000e+00
5.448096298598017029e+02,6.000000000000000000e+00,3.000000000000000000e+00
5.454920627390470145e+02,3.000000000000000000e+00,6.000000000000000000e+00
5.715073325894842355e+02,2.000000000000000000e+00,6.000000000000000000e+00
5.815394427061805800e+02,3.000000000000000000e+00,6.000000000000000000e+00
5.919144834092998053e+02,3.000000000000000000e+00,2.000000000000000000e+00
6.085297041255666954e+02,2.000000000000000000e+00,3.000000000000000000e+00
6.170356375826554540e+02,6.000000000000000000e+00,2.000000000000000000e+00
6.465311744244600050e+02,3.000000000000000000e+00,6.000000000000000000e+00
6.517228291604918695e+02,3.000000000000000000e+00,6.000000000000000000e+00
6.531951390137211320e+02,2.000000000000000000e+00,6.000000000000000000e+00
6.716291659268511012e+02,6.000000000000000000e+00,3.000000000000000000e+00
7.414950371205386546e+02,3.000000000000000000e+00,6.000000000000000000e+00
7.437248494649084023e+02,3.000000000000000000e+00,6.000000000000000000e+00
7.559766289741770606e+02,6.000000000000000000e+00,2.000000000000000000e+00
7.603311554569221471e+02,6.000000000000000000e+00,2.000000000000000000e+00
7.936358598347088673e+02,2.000000000000000000e+00,6.000000000000000000e+00
8.039236473436124015e+02,6.000000000000000000e+00,3.000000000000000000e+00
8.148343913775189549e+02,2.000000000000000000e+00,3.000000000000000000e+00
8.273239577450437992e+02,6.000000000000000000e+00,2.000000000000000000e+00
8.456814760178955339e+02,3.000000000000000000e+00,6.000000000000000000e+00
8.467882290613280247e+02,6.000000000000000000e+00,3.000000000000000000e+00
8.506242843835342455e+02,2.000000000000000000e+00,6.000000000000000000e+00
8.591288339056319501e+02,2.000000000000000000e+00,3.000000000000000000e+00
8.741572367837044339e+02,2.000000000000000000e+00,3.000000000000000000e+00
8.854758641592364938e+02,2.000000000000000000e+00,6.000000000000000000e+00
8.893679932634727265e+02,3.000000000000000000e+00,6.000000000000000000e+00
9.046444310526075014e+02,2.000000000000000000e+00,3.000000000000000000e+00
9.306793106675412446e+02,3.000000000000000000e+00,2.000000000000000000e+00
9.512535609029692978e+02,3.000000000000000000e+00,2.000000000000000000e+00
9.545907756244404254e+02,6.000000000000000000e+00,3.000000000000000000e+00
9.560540541048369505e+02,2.000000000000000000e+00,3.000000000000000000e+00
9.581211373258723825e+02,2.000000000000000000e+00,3.000000000000000000e+00
9.644496553986391518e+02,3.000000000000000000e+00,6.000000000000000000e+00
9.967972843572011925e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.005410505966585106e+03,3.000000000000000000e+00,6.000000000000000000e+00
1.033920264585451150e+03,2.000000000000000000e+00,6.000000000000000000e+00
1.034717639632570354e+03,2.000000000000000000e+00,6.000000000000000000e+00
