1.574165069921951243e+01,3.000000000000000000e+00,6.000000000000000000e+00
3.143699350501436385e+01,6.000000000000000000e+00,3.000000000000000000e+00
3.417497966079794480e+01,3.000000000000000000e+00,6.000000000000000000e+00
4.200118915698105582e+01,6.000000000000000000e+00,3.000000000000000000e+00
4.351811063377806477e+01,6.000000000000000000e+00,3.000000000000000000e+00
5.332260449163695171e+01,3.000000000000000000e+00,6.000000000000000000e+00
8.995595230570647516e+01,6.000000000000000000e+00,2.000000000000000000e+00
1.033056216438373269e+02,6.000000000000000000e+00,2.000000000000000000e+00
1.318879551334098608e+02,2.000000000000000000e+00,6.000000000000000000e+00
1.500587889043920597e+02,3.000000000000000000e+00,6.000000000000000000e+00
1.674866960280666888e+02,3.000000000000000000e+00,2.000000000000000000e+00
1.859455852346482914e+02,3.000000000000000000e+00,6.000000000000000000e+00
1.941271499008986723e+02,3.000000000000000000e+00,2.000000000000000000e+00
2.017056074610677285e+02,6.000000000000000000e+00,2.000000000000000000e+00
2.023246862472403507e+02,3.000000000000000000e+00,6.000000000000000000e+00
2.578245798840989664e+02,6.000000000000000000e+00,2.000000000000000000e+00
2.582139701494149904e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.041792219299869089e+02,3.000000000000000000e+00,2.000000000000000000e+00
3.137302933710871571e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.236237354068722425e+02,6.000000000000000000e+00,2.000000000000000000e+00
3.267103279982432014e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.439007015321245717e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.445600789655288168e+02,3.000000000000000000e+00,6.000000000000000000e+00
3.633387901127584314e+02,3.000000000000000000e+00,2.000000000000000000e+00
3.643117948218059610e+02,6.000000000000000000e+00,3.000000000000000000e+00
3.661653943721096880e+02,3.000000000000000000e+00,2.000000000000000000e+00
3.687353713488882363e+02,6.000000000000000000e+00,3.000000000000000000e+00
3.848941042068470892e+02,6.000000000000000000e+00,3.000000000000000000e+00
3.970538953315801223e+02,2.000000000000000000e+00,3.000000000000000000e+00
