1.766330656629313722e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
4.453324661689597264e+01,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
4.463762962186859085e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
6.085406670703911658e+01,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.547011063466990777e+01,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.299586393970938047e+01,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
8.386846486160899872e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.290035981314613878e+01,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.110515542683535557e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.209906183628369547e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.223105169334836262e+02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.229855326728065990e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.374335158588273202e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.560691443896727151e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.587991582873164873e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.619307441193358841e+02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.673493999992296040e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.737280161656062489e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.999617957097000556e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.043246819090226154e+02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.066165164526223350e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.223163961474979260e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.324130076467144193e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.334309846254259639e+02,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.339463280995132095e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.472685856036093526e+02,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.586107609093151041e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.599432734577447377e+02,3.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.847470061014365115e+02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.044613090992613138e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.081368414377592444e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.124687202664392771e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.164357225686111406e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.301529488316006109e+02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.311959751474895484e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.313912485707830342e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.343156595715636854e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.625627500113487258e+02,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.862381906199064474e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.872962712525023790e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.472433227026839404e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.778210475090609748e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.921810755787745393e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.329033595732643107e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.358770628467689221e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
5.477728977480605863e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.557036725795098846e+02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
5.739513670003112793e+02,6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
5.968558136414546880e+02,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.034410047335644549e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.051766882624559685e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.110164830751928093e+02,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.261074909809603923e+02,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.659228858081107774e+02,3.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
6.720638183045077767e+02,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.829467505219298573e+02,3.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
